"";"IDCNTRY";"Variable";"Mean";"stdev";"TOTWGT";"NObs";"TOTWGT.se";"mean.se";"stdev.se";"xvar";"weight";"method";"jk2type";"missoptn";"date";"time";"reps";"selcrit"
"103";"South Africa (Gauteng)";"RASDGHRL";79,6737719241487;21,7317150192742;915,354067;161;250,265981433747;3,59890831200382;4,76954689653074;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"104";"South Africa (Gauteng)";"RASDGSLR";83,3270872029674;42,2648274181163;915,354067;161;250,265981433747;6,58010484188729;1,71839017427932;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"105";"Spain";"RASDGHRL";7062,32329792561;2807,05353529281;414327,914736997;13332;6456,68021165167;58,3232990138473;40,4944569345512;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"106";"Spain";"RASDGSLR";6757,55001243356;3388,66102950571;414327,914736997;13332;6456,68021165167;57,5904005047109;18,3895599565461;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"107";"Spain (Andalucia)";"RASDGHRL";1960,71752822569;780,108270233275;84450,9422490005;3776;2275,35858597249;26,2500194195296;18,5856392150941;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"108";"Spain (Andalucia)";"RASDGSLR";1854,91202883939;923,518379973157;84450,9422490005;3776;2275,35858597249;26,0191209037238;11,589997643786;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"109";"Spain, Madrid";"RASDGHRL";1772,85894600801;821,494561840986;57932,4410220006;3473;921,292638311501;29,1506962386452;11,4381750790927;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"110";"Spain, Madrid";"RASDGSLR";1729,27160174883;885,210256545865;57932,4410220006;3473;921,292638311501;27,8460689686216;9,60934311682136;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"111";"Spain, Madrid, Bilingual";"RASDGHRL";843,015829915848;395,206594438991;20101,931441;1647;501,708394940997;18,5324217293784;5,90673981466011;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"112";"Spain, Madrid, Bilingual";"RASDGSLR";812,536560057161;415,062354614113;20101,931441;1647;501,708394940997;16,3449584006912;5,46311088438335;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"113";"Sweden";"RASDGHRL";1863,30916376281;928,46897249232;88452,9387690012;3736;2883,93674122052;31,2819734950085;4,52516301316485;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"114";"Sweden";"RASDGSLR";1883,84833085433;981,882392067373;88452,9387690012;3736;2883,93674122052;26,6421436977135;10,7652646197516;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"115";"Trinidad And Tobago";"RASDGHRL";1783,8269129652;608,183632735685;15108,4302159998;3508;448,683473574412;16,5435056762625;18,4225761820883;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"116";"Trinidad And Tobago";"RASDGSLR";1763,85347675253;912,288592092302;15108,4302159998;3508;448,683473574412;27,9235207461922;8,50374298860782;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"117";"United Arab Emirates";"RASDGHRL";7150,81008955868;2500,99952500843;64115,9214790012;13936;986,568653443334;42,2703067732637;38,7962897606042;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"118";"United Arab Emirates";"RASDGSLR";6883,3107912584;3553,36020233206;64115,9214790012;13936;986,568653443334;53,3365777755642;14,8443043569678;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"119";"United Arab Emirates (Abu Dhabi)";"RASDGHRL";1667,37895850032;561,450338146171;21471,373328;3337;508,453411729118;13,9545899527824;18,0257420054993;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"120";"United Arab Emirates (Abu Dhabi)";"RASDGSLR";1707,51732418654;862,366475596454;21471,373328;3337;508,453411729118;23,4151214083404;6,20056373296743;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"121";"United Arab Emirates (Dubai)";"RASDGHRL";3394,81454180983;1400,59524383214;18791,5167329999;6717;151,293242875474;17,7072592892744;12,5483127863977;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"122";"United Arab Emirates (Dubai)";"RASDGSLR";3252,42615355538;1706,94009351154;18791,5167329999;6717;151,293242875474;31,5264455888968;8,81270159892222;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"123";"Table Average";"RASDGHRL";2296,63016189232;959,566409249442;NA;NA;NA;3,66288906870643;2,37562142825978;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"124";"Table Average";"RASDGSLR";2257,0603312391;1168,45364597695;NA;NA;NA;4,0699322217601;1,41621036433859;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
